,index,Datum,Periode,Locatie,Site,Transect,Soortengroep,Aantal,Genus,Lat,Lon,Nauwkeurigheid,Meettoestel,Jaar,geometry,Mowing state,mow_shape_key,Group name,Afstand_rand
10434,10434,2022-09-23,p6,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7812915230642,3.47088927403415,3,GSM,2022,POINT (86680.87933274766 163805.78886294644),,,Butterflies,
10435,10435,2022-09-23,p6,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7812524214859,3.47124609165216,3,GSM,2022,POINT (86705.98910381261 163801.1355801802),,,Butterflies,
10436,10436,2022-09-23,p6,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7813955843921,3.47148363478805,3,GSM,2022,POINT (86722.9326364484 163816.85738121346),,,Butterflies,
10437,10437,2022-09-23,p6,Waarmaarde2,sinus,V,Dagvlinders,1,Polyommatus,50.7814554730906,3.4711491968515,5,GSM,2022,POINT (86699.42903859884 163823.80368367117),,,Butterflies,
10443,10443,2022-09-23,p6,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7801289111848,3.46914307214642,5,GSM,2022,POINT (86556.17385991165 163677.96023157984),,,Butterflies,
10444,10444,2022-09-23,p6,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7803522469948,3.46923368051971,5,GSM,2022,POINT (86562.86432727177 163702.72465242818),,,Butterflies,
10445,10445,2022-09-23,p6,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.7803930249541,3.46896587871338,9,GSM,2022,POINT (86544.03385386782 163707.48906621337),,,Butterflies,
10446,10446,2022-09-23,p6,Waarmaarde2,blok,V,Dagvlinders,1,Polyommatus,50.780470683287,3.46898825839485,6,GSM,2022,POINT (86545.71666703737 163716.10793875903),,,Butterflies,
10449,10449,2022-09-30,p6,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7938072970613,3.49368930794623,18,GSM,2022,POINT (88305.10480299566 165178.7527870359),,Waarmaarde_sinus_2022_06,Butterflies,12.62459262603419
10450,10450,2022-09-30,p6,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7941266894813,3.49381931126443,13,GSM,2022,POINT (88314.68837145115 165214.17134108115),,Waarmaarde_sinus_2022_06,Butterflies,-6.3089962727435065
10451,10451,2022-09-30,p6,Waarmaarde,sinus,V,Dagvlinders,1,Polyommatus,50.7940632384746,3.4942574333432,4,GSM,2022,POINT (88345.49278830565 165206.7499960037),,Waarmaarde_sinus_2022_06,Butterflies,7.165384909098349
10455,10455,2022-09-30,p6,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.793196843053,3.49275061861005,3,GSM,2022,POINT (88238.12654656888 165111.63087963872),,Waarmaarde_blok_2022_06,Butterflies,-5.091482034245528
10456,10456,2022-09-30,p6,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.7932080328937,3.49246898666349,14,GSM,2022,POINT (88218.28586753513 165113.10965412762),,Waarmaarde_blok_2022_06,Butterflies,5.096693867388057
10457,10457,2022-09-30,p6,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.7933735025853,3.49208783994529,4,GSM,2022,POINT (88191.63176536268 165131.83203489427),,Waarmaarde_blok_2022_06,Butterflies,33.841227518579004
10458,10458,2022-09-30,p6,Waarmaarde,blok,V,Dagvlinders,1,Polyommatus,50.7934715180199,3.49232439883378,3,GSM,2022,POINT (88208.43795054492 165142.5376940947),,Waarmaarde_blok_2022_06,Butterflies,35.830391029133075
10461,10461,2022-08-02,p4,Waarmaarde,sinus,V,Dagvlinders,1,Pyronia,50.794085534337,3.49366349168447,4,GSM,2022,POINT (88303.649226607 165209.72295351606),after,Waarmaarde_sinus_2022_06,Butterflies,2.120118307412815
10462,10462,2022-08-02,p4,Waarmaarde,sinus,V,Dagvlinders,1,Pyronia,50.794085534337,3.49366349168447,4,GSM,2022,POINT (88303.649226607 165209.72295351606),after,Waarmaarde_sinus_2022_06,Butterflies,2.120118307412815
10463,10463,2022-08-02,p4,Waarmaarde,sinus,V,Dagvlinders,1,Pyronia,50.7940863306175,3.49366080947545,3,GSM,2022,POINT (88303.46117459133 165209.8137518717),after,Waarmaarde_sinus_2022_06,Butterflies,2.233101435714589
10464,10464,2022-08-02,p4,Waarmaarde,sinus,V,Dagvlinders,1,Pyronia,50.7941859076275,3.49435424432483,4,GSM,2022,POINT (88352.47850605134 165220.31434560753),after,Waarmaarde_sinus_2022_06,Butterflies,-2.4820373158290296
10468,10468,2022-08-02,p4,Waarmaarde2,blok,V,Dagvlinders,1,Pyronia,50.7806438953157,3.46924901940251,3,GSM,2022,POINT (86564.3387339332 163735.1517795194),after,,Butterflies,
10469,10469,2022-08-02,p4,Waarmaarde2,blok,V,Dagvlinders,1,Pyronia,50.780409663031904,3.46927508712137,4,GSM,2022,POINT (86565.86163235524 163709.07572528534),after,,Butterflies,
10470,10470,2022-08-02,p4,Waarmaarde2,blok,V,Dagvlinders,1,Pyronia,50.7802293263851,3.4689421579274,4,GSM,2022,POINT (86542.1405669697 163689.30103240348),after,,Butterflies,
10473,10473,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.8204049617528,2.91457003914091,4,GSM,2022,POINT (47537.2960003644 168776.91546070017),after,Palingbeek_sinus_2022_06,Butterflies,9.71734778668263
10474,10474,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.8205471607401,2.91519658640298,4,GSM,2022,POINT (47581.74682640548 168791.86663638335),after,Palingbeek_sinus_2022_06,Butterflies,-1.0213726453716439
10475,10475,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.82058487930409,2.91515333578262,3,GSM,2022,POINT (47578.78185049647 168796.12127361167),after,Palingbeek_sinus_2022_06,Butterflies,2.3271000954654597
10476,10476,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.820734538185505,2.91484194807979,8,GSM,2022,POINT (47557.16994145914 168813.19549409673),after,Palingbeek_sinus_2022_06,Butterflies,-5.7648457964431845
10477,10477,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.8209745539825,2.91324502788755,3,GSM,2022,POINT (47445.188065310664 168842.09310436994),after,Palingbeek_sinus_2022_06,Butterflies,1.344051576083167
10478,10478,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.8211381268229,2.91400191374394,5,GSM,2022,POINT (47498.867618728356 168859.24082038365),after,Palingbeek_sinus_2022_06,Butterflies,4.574261817147837
10481,10481,2022-08-05,p4,Palingbeek,blok,V,Dagvlinders,1,Pyronia,50.8228722587701,2.91141425259682,3,GSM,2022,POINT (47320.34949435879 169055.68213602807),after,Palingbeek_blok_2022_06,Butterflies,-19.625859324240654
10482,10482,2022-08-05,p4,Palingbeek,blok,V,Dagvlinders,1,Pyronia,50.822902936536,2.91137888096544,4,GSM,2022,POINT (47317.924579762286 169059.14296559524),after,Palingbeek_blok_2022_06,Butterflies,-23.832865071934364
10483,10483,2022-08-05,p4,Palingbeek,blok,V,Dagvlinders,1,Pyronia,50.8229924971711,2.91184231639179,3,GSM,2022,POINT (47350.768017992785 169068.46329775453),after,Palingbeek_blok_2022_06,Butterflies,-9.472633651275462
10486,10486,2022-08-06,p4,Muziekbos,sinus,V,Dagvlinders,1,Pyronia,50.7685395601334,3.6557164953814305,51,GSM,2022,POINT (99701.2234041173 162246.0721509438),after,Muziekbos_sinus_2022_06,Butterflies,11.668829532984173
10487,10487,2022-08-06,p4,Muziekbos,sinus,V,Dagvlinders,1,Pyronia,50.7685395601334,3.6557164953814305,51,GSM,2022,POINT (99701.2234041173 162246.0721509438),after,Muziekbos_sinus_2022_06,Butterflies,11.668829532984173
10488,10488,2022-08-06,p4,Muziekbos,sinus,V,Dagvlinders,1,Pyronia,50.7683957135777,3.65526834503156,3,GSM,2022,POINT (99669.45741821095 162230.37500846852),after,Muziekbos_sinus_2022_06,Butterflies,11.196026466918273
10489,10489,2022-08-06,p4,Muziekbos,sinus,V,Dagvlinders,1,Pyronia,50.7684007427196,3.65524931811136,3,GSM,2022,POINT (99668.12063184715 162230.9473014176),after,Muziekbos_sinus_2022_06,Butterflies,10.589654185819038
10490,10490,2022-08-06,p4,Muziekbos,sinus,V,Dagvlinders,1,Pyronia,50.7687798142909,3.65536532365126,11,GSM,2022,POINT (99676.70838281138 162273.0341315791),after,Muziekbos_sinus_2022_06,Butterflies,2.834371648095321
10496,10496,2022-08-06,p4,Muziekbos,blok,V,Dagvlinders,1,Pyronia,50.769420778426095,3.65596974268896,3,GSM,2022,POINT (99720.02746486201 162343.9216334708),after,Muziekbos_blok_2022_06,Butterflies,0.28917471162264063
10497,10497,2022-08-06,p4,Muziekbos,blok,V,Dagvlinders,1,Pyronia,50.769710540819,3.65590478293938,4,GSM,2022,POINT (99715.75445523957 162376.19681937527),after,Muziekbos_blok_2022_06,Butterflies,15.550483739421074
10498,10498,2022-08-06,p4,Muziekbos,blok,V,Dagvlinders,1,Pyronia,50.769410133409,3.6565462499891,8,GSM,2022,POINT (99760.68199901943 162342.34770102054),after,Muziekbos_blok_2022_06,Butterflies,5.755364665582636
10499,10499,2022-08-06,p4,Muziekbos,blok,V,Dagvlinders,1,Pyronia,50.7695811375834,3.65605381885282,6,GSM,2022,POINT (99726.12910936095 162361.7020434672),after,Muziekbos_blok_2022_06,Butterflies,6.417908107733019
10500,10500,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Pyronia,50.8209952991929,2.91468294337663,5,GSM,2022,POINT (47546.53560464195 168842.41625892092),,Palingbeek_sinus_2022_06,Butterflies,9.636258760798246
10504,10504,2022-04-15,p1,Muziekbos,sinus,V,Bijen,1,Sphecodes,50.7684915606405,3.6555239930782895,22,GSM,2022,POINT (99687.59311630705 162240.86330371164),,,Other bees,
10506,10506,2022-04-15,p1,Muziekbos,blok,V,Bijen,1,Sphecodes,50.7690895675223,3.65625095554036,13,GSM,2022,POINT (99739.51056480093 162306.88973605912),,,Other bees,
10507,10507,2022-04-20,p1,Waarmaarde,sinus,V,Bijen,1,Sphecodes,50.7939209975775,3.49389960989681,3,GSM,2022,POINT (88320.08002950251 165191.22527986486),,,Other bees,
10510,10510,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Sphecodes,50.7726186421244,2.79639174230657,4,GSM,2022,POINT (39099.05690184467 163632.02048507798),,,Other bees,
10513,10513,2022-08-24,p5,Palingbeek,sinus,V,Bijen,1,Sphecodes,50.82061036029,2.91499852203104,8,GSM,2022,POINT (47567.930462363 168799.16869133152),,Palingbeek_sinus_2022_06,Other bees,6.509396709118759
10514,10514,2022-08-24,p5,Palingbeek,sinus,V,Bijen,1,Sphecodes,50.820732652257,2.91388800367984,4,GSM,2022,POINT (47489.9592868309 168814.30168224405),,Palingbeek_sinus_2022_06,Other bees,0.4225693809009372
10516,10516,2022-08-29,p5,Kemmelberg,sinus,V,Bijen,1,Sphecodes,50.7717936113952,2.79769537970684,35,GSM,2022,POINT (39189.04990438504 163538.32037938852),,Kemmelberg_sinus_2022_06,Other bees,103.53975848698313
10518,10518,2022-08-31,p5,Muziekbos,sinus,V,Bijen,1,Sphecodes,50.7687370948824,3.65543567777736,4,GSM,2022,POINT (99681.62550775771 162268.23467686772),,Muziekbos_sinus_2022_06,Other bees,-4.523718612793955
10521,10521,2022-06-18,p3,Kemmelberg,sinus,V,Bijen,1,Stelis,50.7730022818323,2.79719766229651,7,GSM,2022,POINT (39156.79397257342 163673.48358112667),before,,Other bees,
10523,10523,2022-04-20,p1,Waarmaarde,sinus,V,Dagvlinders,1,Vanessa,50.7945754588952,3.4941262603982,68,GSM,2022,POINT (88336.91574565793 165263.83386161737),,,Butterflies,
10525,10525,2022-06-14,p3,Waarmaarde2,blok,V,Dagvlinders,1,Vanessa,50.7803590782462,3.46903108992005,4,GSM,2022,POINT (86548.58682712234 163703.65746792126),before,,Butterflies,
10526,10526,2022-06-20,p3,Muziekbos,sinus,V,Dagvlinders,1,Vanessa,50.7687314507096,3.65504580550236,4,GSM,2022,POINT (99654.11813118783 162267.8708808683),before,,Butterflies,
10527,10527,2022-06-21,p3,Palingbeek,sinus,V,Dagvlinders,1,Vanessa,50.8215126721661,2.91381298564645,6,GSM,2022,POINT (47486.37348337876 168901.15793714393),before,,Butterflies,
10528,10528,2022-08-10,p4,Kemmelberg,sinus,V,Dagvlinders,1,Vanessa,50.7732003462042,2.79721803032122,3,GSM,2022,POINT (39158.69641113884 163695.48065148015),after,Kemmelberg_sinus_2022_06,Butterflies,18.602475839476504
10530,10530,2022-05-18,p2,Waarmaarde2,sinus,V,Dagvlinders,1,Vanessa,50.781374461996094,3.47093621269191,7,GSM,2022,POINT (86684.30085311002 163814.97421986144),,,Butterflies,
10534,10534,2022-05-22,p2,Kemmelberg,sinus,V,Dagvlinders,1,Vanessa,50.7728493120994,2.79712700285278,6,GSM,2022,POINT (39151.45105455225 163656.57669656165),,,Butterflies,
10535,10535,2022-05-22,p2,Kemmelberg,sinus,V,Dagvlinders,1,Vanessa,50.7730234461378,2.79654714279137,4,GSM,2022,POINT (39110.96887426797 163676.8082157718),,,Butterflies,
10536,10536,2022-05-22,p2,Kemmelberg,sinus,V,Dagvlinders,1,Vanessa,50.7729152776773,2.79693556018434,3,GSM,2022,POINT (39138.10564383141 163664.1986613432),,,Butterflies,
10537,10537,2022-05-22,p2,Kemmelberg,sinus,V,Dagvlinders,1,Vanessa,50.7730516931514,2.79777995310984,4,GSM,2022,POINT (39197.973615771334 163678.1100893868),,,Butterflies,
10539,10539,2022-06-20,p3,Muziekbos,sinus,V,Dagvlinders,1,Vanessa,50.7687774546321,3.65560141909321,44,GSM,2022,POINT (99693.35987517137 162272.61182814557),before,,Butterflies,
10541,10541,2022-06-21,p3,Palingbeek,sinus,V,Dagvlinders,1,Vanessa,50.820983774076,2.91460046544942,11,GSM,2022,POINT (47540.699871499586 168841.2482047826),before,,Butterflies,
10542,10542,2022-06-21,p3,Palingbeek,sinus,V,Dagvlinders,1,Vanessa,50.8200459229301,2.91484571993622,14,GSM,2022,POINT (47555.9365599967 168736.60345270205),before,,Butterflies,
10544,10544,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Vanessa,50.8206288423862,2.9144841246334,6,GSM,2022,POINT (47531.730684623995 168801.93365893885),after,Palingbeek_sinus_2022_06,Butterflies,9.892666846330014
10545,10545,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Vanessa,50.8210697724025,2.91320999153229,3,GSM,2022,POINT (47442.927248242515 168852.73153228126),after,Palingbeek_sinus_2022_06,Butterflies,6.925099862823948
10546,10546,2022-08-06,p4,Muziekbos,sinus,V,Dagvlinders,1,Vanessa,50.7687923033263,3.6554459575597695,3,GSM,2022,POINT (99682.4095764941 162274.36873521004),after,Muziekbos_sinus_2022_06,Butterflies,7.83198840523015
10549,10549,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Vanessa,50.8212343267375,2.91311861122707,4,GSM,2022,POINT (47436.84810230207 168871.1591937868),,Palingbeek_sinus_2022_06,Butterflies,-8.704768652020038
10551,10551,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Vanessa,50.7686926844071,3.65528410300952,7,GSM,2022,POINT (99670.88609544936 162263.39738313202),,Muziekbos_sinus_2022_06,Butterflies,6.828439722585504
10552,16,2020-04-07,p1,Muziekbos,sinus,V,Bijen,1,Andrena,50.7686420996215,3.65495360456747,5,GSM,2020,POINT (99647.51887898738 162257.9945246484),,,Other bees,
10553,17,2020-04-07,p1,Muziekbos,sinus,V,Bijen,1,Andrena,50.7686420996215,3.65495360456747,5,GSM,2020,POINT (99647.51887898738 162257.9945246484),,,Other bees,
10556,58,2020-04-09,p1,Kemmelberg,blok,V,Bijen,1,Apis,50.7782442402567,2.79686305672191,100,GSM,2020,POINT (39145.53537878745 164256.96057989914),,,Apis,
10560,80,2020-04-09,p1,Kemmelberg,sinus,V,Bijen,1,Apis,50.7727151597392,2.79780719429515,10,GSM,2020,POINT (39199.103056105014 163640.64234244544),,,Apis,
10562,104,2020-04-09,p1,Palingbeek,blok,V,Bijen,1,Apis,50.8228818979588,2.91213048622283,30,GSM,2020,POINT (47370.82772249484 169055.76445299853),,,Apis,
10565,195,2020-04-10,p1,Waarmaarde,blok,V,Bijen,1,Andrena,50.79348866,3.49235902,3,GPS,2020,POINT (88210.90125438714 165144.41563231498),,,Other bees,
10571,316,2020-04-23,p2,Kemmelberg,blok,V,Bijen,1,Nomada,50.7784216,2.79714762,3,GPS,2020,POINT (39166.018047608755 164276.26081433054),,,Other bees,
10572,408,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Nomada,50.76949211,3.65605096,3,GPS,2020,POINT (99725.83248812624 162351.80114181712),,,Other bees,
10573,409,2020-04-24,p2,Muziekbos,blok,V,Bijen,1,Nomada,50.76949387,3.65605658,3,GPS,2020,POINT (99726.23079043909 162351.99311099388),,,Other bees,
10574,445,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Apis,50.76853917,3.65535233,3,GPS,2020,POINT (99675.53487949926 162246.27526966576),,,Apis,
10575,446,2020-04-24,p2,Muziekbos,sinus,V,Bijen,1,Apis,50.76831361,3.65530179,3,GPS,2020,POINT (99671.72895296887 162221.2197090257),,,Apis,
10576,479,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78026344,3.46896253,3,GPS,2020,POINT (86543.62315941375 163693.07811316662),,,Other bees,
10577,483,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78025824,3.46919345,3,GPS,2020,POINT (86559.90067937557 163692.30254289228),,,Other bees,
10578,485,2020-04-27,p2,Waarmaarde2,blok,V,Bijen,1,Lasioglossum,50.78030962,3.46928749,3,GPS,2020,POINT (86566.60157972583 163697.93728997372),,,Other bees,
10579,521,2020-04-27,p2,Waarmaarde2,sinus,V,Bijen,1,Halictus,50.78144923,3.47138749,3,GPS,2020,POINT (86716.22471076983 163822.90629462712),,,Other bees,
10580,528,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Lasioglossum,50.79391002,3.49388503,3,GPS,2020,POINT (88319.03777025462 165190.01633001678),,,Other bees,
10582,542,2020-04-27,p2,Waarmaarde,sinus,V,Bijen,1,Lasioglossum,50.79391957,3.49385351,3,GPS,2020,POINT (88316.8281165929 165191.10475389846),,,Other bees,
10584,615,2020-05-07,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.82245149,2.91249795,3,GPS,2020,POINT (47395.776286752734 169007.38747569453),,,Bombus,
10585,616,2020-05-07,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.82248216,2.91253986,3,GPS,2020,POINT (47398.79566260456 169010.74066575617),,,Bombus,
10586,628,2020-05-07,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.82246817,2.91215689,3,GPS,2020,POINT (47371.78546340426 169009.7137265131),,,Bombus,
10587,629,2020-05-07,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.82246968,2.91215488,3,GPS,2020,POINT (47371.64715510867 169009.8844434535),,,Bombus,
10592,703,2020-05-18,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.7684898,3.65511387,3,GPS,2020,POINT (99658.66125800976 162240.94517080206),,,Bombus,
10593,704,2020-05-18,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.76848955,3.65511479,3,GPS,2020,POINT (99658.72588755857 162240.91673933435),,,Bombus,
10594,719,2020-05-18,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.76841696,3.6551997,3,GPS,2020,POINT (99664.63789534016 162232.78480567317),,,Bombus,
10595,720,2020-05-18,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.76841579,3.65520506,3,GPS,2020,POINT (99665.0147394852 162232.65103266947),,,Bombus,
10596,725,2020-05-18,p3,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.7683054,3.65514781,3,GPS,2020,POINT (99660.85843347927 162220.41076320317),,,Butterflies,
10599,743,2020-05-18,p3,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76874536,3.65535124,3,GPS,2020,POINT (99675.6781442067 162269.21120278258),,,Butterflies,
10600,744,2020-05-18,p3,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76935993,3.6558446,3,GPS,2020,POINT (99711.13518083759 162337.237927204),,,Butterflies,
10601,781,2020-05-18,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.76957098,3.65616228,3,GPS,2020,POINT (99733.76892178247 162360.49882161617),,,Bombus,
10602,782,2020-05-18,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.76958389,3.65618164,3,GPS,2020,POINT (99735.14830830488 162361.92175071687),,,Bombus,
10609,1057,2020-06-02,p3,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.82251837,2.91214733,3,GPS,2020,POINT (47371.221463176 169015.3101078663),,,Butterflies,
10610,1058,2020-06-02,p3,Palingbeek,blok,V,Dagvlinders,1,Polyommatus,50.82249901,2.91216074,3,GPS,2020,POINT (47372.12395309984 169013.13838950358),,,Butterflies,
10611,1067,2020-06-02,p3,Palingbeek,blok,V,Bijen,1,Bombus,50.8227068,2.91296683,3,GPS,2020,POINT (47429.36476240728 169035.13519587647),,,Bombus,
10612,1068,2020-06-02,p3,Palingbeek,blok,V,Bijen,1,Bombus,50.822698,2.91296088,3,GPS,2020,POINT (47428.92641295382 169034.16468729172),,,Bombus,
10615,1103,2020-06-02,p3,Palingbeek,blok,V,Dagvlinders,1,Maniola,50.82288357,2.9120962,3,GPS,2020,POINT (47368.41597491919 169055.9977830341),,,Butterflies,
10616,1127,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.8207456,2.91491839,3,GPS,2020,POINT (47562.57944902238 168814.32036197092),,,Bombus,
10617,1128,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.82077108,2.91492635,3,GPS,2020,POINT (47563.19570749275 168817.14323643222),,,Bombus,
10618,1130,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.8207451,2.91490724,3,GPS,2020,POINT (47561.79282954433 168814.28012795467),,,Bombus,
10619,1132,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.82062432,2.91492778,3,GPS,2020,POINT (47562.97697459912 168800.81881785113),,,Bombus,
10620,1133,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.82065918,2.91488537,3,GPS,2020,POINT (47560.065019005764 168804.75438102428),,,Bombus,
10621,1139,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.82051284,2.91486215,3,GPS,2020,POINT (47558.110560686124 168788.51066707447),,,Bombus,
10622,1145,2020-06-02,p3,Palingbeek,sinus,V,Bijen,1,Andrena,50.82054108,2.91432177,3,GPS,2020,POINT (47520.10144955755 168792.39680623636),,,Other bees,
10661,1433,2020-06-22,p4,Muziekbos,blok,V,Bijen,1,Bombus,50.76945699,3.65650526,3,GPS,2020,POINT (99757.84058022132 162347.58742454927),before,,Bombus,
10662,1445,2020-06-22,p4,Muziekbos,blok,V,Dagvlinders,1,Maniola,50.76949856,3.6564838,3,GPS,2020,POINT (99756.37114263012 162352.2259017434),before,,Butterflies,
10663,1449,2020-06-22,p4,Muziekbos,blok,V,Bijen,1,Osmia,50.76949814,3.65645137,3,GPS,2020,POINT (99754.08313949741 162352.20110738743),before,,Other bees,
10664,1475,2020-06-23,p4,Kemmelberg,sinus,V,Dagvlinders,1,Maniola,50.77265846,2.79684956,3,GPS,2020,POINT (39131.43638793596 163635.76538511086),before,,Butterflies,
10665,1497,2020-06-23,p4,Kemmelberg,sinus,V,Dagvlinders,1,Maniola,50.77300102,2.79803233,3,GPS,2020,POINT (39215.652151950344 163672.0981272459),before,,Butterflies,
