,index,Datum,Periode,Locatie,Site,Transect,Soortengroep,Aantal,Genus,Lat,Lon,Nauwkeurigheid,Meettoestel,Jaar,geometry,Mowing state,mow_shape_key,Group name,Afstand_rand
7979,7979,2022-09-21,p6,Muziekbos,blok,V,Bijen,1,Bombus,50.7699613692711,3.65626721643251,28,GSM,2022,POINT (99741.5872326713 162403.85216259025),,Muziekbos_blok_2022_06,Bombus,50.50803810473582
7983,7983,2022-09-22,p6,Palingbeek,blok,V,Bijen,1,Bombus,50.8228153037383,2.91192345321449,4,GSM,2022,POINT (47356.09740249715 169048.64397854637),,Palingbeek_blok_2022_06,Bombus,8.935112437996372
7984,7984,2022-09-22,p6,Palingbeek,blok,V,Bijen,1,Bombus,50.8227043692499,2.91153646074506,5,GSM,2022,POINT (47328.592482130654 169036.84078917652),,Palingbeek_blok_2022_06,Bombus,0.1
7985,7985,2022-09-22,p6,Palingbeek,blok,V,Bijen,1,Bombus,50.8228910342332,2.91254991665753,11,GSM,2022,POINT (47400.39566429607 169056.2012055386),,Palingbeek_blok_2022_06,Bombus,28.301116367694117
7986,7986,2022-09-22,p6,Palingbeek,blok,V,Bijen,1,Bombus,50.8222797839444,2.91209637187692,3,GSM,2022,POINT (47367.11115560251 168988.84530138597),,Palingbeek_blok_2022_06,Bombus,61.4478346242884
7991,7991,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8208911959558,2.91457858868214,4,GSM,2022,POINT (47538.95705527639 168830.98196655512),,Palingbeek_sinus_2022_06,Bombus,-0.2608319998682288
7992,7992,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8209329378333,2.91455327533456,3,GSM,2022,POINT (47537.264595157656 168835.65935503598),,Palingbeek_sinus_2022_06,Bombus,0.6684159479962404
7993,7993,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8206401579558,2.91480883956226,16,GSM,2022,POINT (47554.631935030266 168802.74431201722),,Palingbeek_sinus_2022_06,Bombus,2.9105681851586866
7994,7994,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8206767449628,2.91538576595756,55,GSM,2022,POINT (47595.356812736645 168806.0180155374),,Palingbeek_sinus_2022_06,Bombus,16.872395987975874
7995,7995,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8204896189748,2.91509801522168,4,GSM,2022,POINT (47574.677090869736 168785.60282332357),,Palingbeek_sinus_2022_06,Bombus,-2.439009519886674
7996,7996,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8202744555201,2.91447817348215,68,GSM,2022,POINT (47530.539723529044 168762.5274519287),,Palingbeek_sinus_2022_06,Bombus,5.893752243274815
7997,7997,2022-09-22,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.8213079441812,2.91393452324244,3,GSM,2022,POINT (47494.48984069798 168878.22066050582),,Palingbeek_sinus_2022_06,Bombus,3.3425852203610056
8006,8006,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.772641524719695,2.79699976556263,3,GSM,2022,POINT (39141.989171099965 163633.65778083168),,Kemmelberg_sinus_2022_06,Bombus,-1.0216062966616013
8007,8007,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77291745382551,2.79682688332526,43,GSM,2022,POINT (39130.44681169522 163664.6028741328),,Kemmelberg_sinus_2022_06,Bombus,12.42816421831537
8008,8008,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7726269402082,2.79670539312325,3,GSM,2022,POINT (39121.195407044346 163632.475132945),,Kemmelberg_sinus_2022_06,Bombus,-1.2808478209272423
8009,8009,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.772910458083,2.79623776674531,5,GSM,2022,POINT (39088.88550742195 163664.70427807514),,Kemmelberg_sinus_2022_06,Bombus,-3.1323221934667407
8010,8010,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7730163634296,2.79709448106847,3,GSM,2022,POINT (39149.550725084104 163675.20361412037),,Kemmelberg_sinus_2022_06,Bombus,-2.660691183444578
8011,8011,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7731024063324,2.79761147732585,4,GSM,2022,POINT (39186.21194497452 163684.00139975082),,Kemmelberg_sinus_2022_06,Bombus,10.994125614409302
8012,8012,2022-09-22,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7730540819939,2.79809444211684,3,GSM,2022,POINT (39220.15712092188 163677.90671709832),,Kemmelberg_sinus_2022_06,Bombus,10.269526307887064
8018,8018,2022-09-22,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.777287948923906,2.79557056725285,3,GSM,2022,POINT (39052.145951227416 164152.5374311544),,Kemmelberg_blok_2022_06,Bombus,-23.980427564513477
8019,8019,2022-09-22,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.7770916447516,2.79509874992332,3,GSM,2022,POINT (39018.41367031586 164131.41051155794),,Kemmelberg_blok_2022_06,Bombus,63.136422887136085
8020,8020,2022-09-22,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.7772812853108,2.79589343816302,4,GSM,2022,POINT (39074.89717656071 164151.3141676411),,Kemmelberg_blok_2022_06,Bombus,-8.433755074909076
8021,8021,2022-09-22,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.778184770653695,2.79726907611153,3,GSM,2022,POINT (39174.0249221516 164249.7409131378),,Kemmelberg_blok_2022_06,Bombus,131.04194467594368
8028,8028,2022-09-23,p6,Waarmaarde2,sinus,V,Bijen,1,Bombus,50.7811859110846,3.47091944888557,4,GSM,2022,POINT (86682.86527969461 163794.0158602735),,,Bombus,
8029,8029,2022-09-23,p6,Waarmaarde2,sinus,V,Bijen,1,Bombus,50.7813189318879,3.47139579244281,5,GSM,2022,POINT (86716.63515720228 163808.4060766222),,,Bombus,
8030,8030,2022-09-23,p6,Waarmaarde2,sinus,V,Bijen,1,Bombus,50.7814068580522,3.47146544605816,8,GSM,2022,POINT (86721.66513679127 163818.12684677262),,,Bombus,
8033,8033,2022-09-23,p6,Waarmaarde2,blok,V,Bijen,1,Bombus,50.7804497704382,3.46878977492774,3,GSM,2022,POINT (86531.69146352253 163713.95129999705),,,Bombus,
8034,8034,2022-09-23,p6,Waarmaarde2,blok,V,Bijen,1,Bombus,50.7803325914322,3.46925555728699,4,GSM,2022,POINT (86564.38061194374 163700.51967622805),,,Bombus,
8039,8039,2022-09-30,p6,Waarmaarde,sinus,V,Bijen,1,Bombus,50.794212548041294,3.49393105929518,40,GSM,2022,POINT (88322.67900984117 165223.62875625677),,Waarmaarde_sinus_2022_06,Bombus,-0.6697420580229018
8040,8040,2022-09-30,p6,Waarmaarde,sinus,V,Bijen,1,Bombus,50.7946832661742,3.49440050248788,41,GSM,2022,POINT (88356.39065083949 165275.59789128602),,Waarmaarde_sinus_2022_06,Bombus,46.6661474499954
8043,8043,2022-09-30,p6,Waarmaarde,blok,V,Bijen,1,Bombus,50.79320283611369,3.49276511930254,3,GSM,2022,POINT (88239.15671973675 165112.28544419166),,Waarmaarde_blok_2022_06,Bombus,-4.936896391030471
8044,8044,2022-09-30,p6,Waarmaarde,blok,V,Bijen,1,Bombus,50.7934745774146,3.49224778823879,3,GSM,2022,POINT (88203.04086658629 165142.94170230348),,Waarmaarde_blok_2022_06,Bombus,38.521990866147824
8045,8045,2022-04-12,p1,Palingbeek,sinus,V,Bijen,1,Bombus,50.820577126044,2.91447649710151,4,GSM,2022,POINT (47531.08069954468 168796.1923599895),,,Bombus,
8049,8049,2022-04-15,p1,Muziekbos,sinus,V,Bijen,1,Bombus,50.7683437876876,3.6552885454182,5,GSM,2022,POINT (99670.82690412228 162224.58544136118),,,Bombus,
8051,8051,2022-04-15,p1,Muziekbos,blok,V,Bijen,1,Bombus,50.7694401825319,3.6559442617033104,27,GSM,2022,POINT (99718.25077882182 162346.09725517593),,,Bombus,
8055,8055,2022-04-20,p1,Waarmaarde,sinus,V,Bijen,1,Bombus,50.7939244760673,3.49387647584406,3,GSM,2022,POINT (88318.45363401642 165191.63139962964),,,Bombus,
8056,8056,2022-04-20,p1,Waarmaarde,sinus,V,Bijen,1,Bombus,50.7939235540583,3.49372878671017,6,GSM,2022,POINT (88308.04034152819 165191.65144398436),,,Bombus,
8058,8058,2022-04-23,p1,Waarmaarde2,blok,V,Bijen,1,Bombus,50.7804747904192,3.46860604361022,45,GSM,2022,POINT (86518.76846199238 163716.89123227727),,,Bombus,
8062,8062,2022-04-23,p1,Waarmaarde2,sinus,V,Bijen,1,Bombus,50.7814519526913,3.47104492597605,4,GSM,2022,POINT (86692.07128964935 163823.50093680527),,,Bombus,
8063,8063,2022-04-23,p1,Waarmaarde2,sinus,V,Bijen,1,Bombus,50.7813380426268,3.47116872668589,3,GSM,2022,POINT (86700.64846804902 163810.72517743986),,,Bombus,
8082,8082,2022-05-11,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.8227490028839,2.91140226647528,3,GSM,2022,POINT (47319.23613291659 169041.99035707396),,,Bombus,
8083,8083,2022-05-11,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.8223567298158,2.91226325556907,4,GSM,2022,POINT (47379.03573083492 168997.17256419547),,,Bombus,
8084,8084,2022-05-11,p2,Palingbeek,blok,V,Bijen,1,Bombus,50.8225065982442,2.91190174408528,6,GSM,2022,POINT (47353.89462388317 169014.34018076677),,,Bombus,
8089,8089,2022-05-14,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.7683975156869,3.65520522930068,3,GSM,2022,POINT (99665.00716610621 162230.61820593476),,,Bombus,
8090,8090,2022-05-14,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.7684113877366,3.65506055765194,4,GSM,2022,POINT (99654.81686209244 162232.2592278039),,,Bombus,
8091,8091,2022-05-14,p2,Muziekbos,sinus,V,Bijen,1,Bombus,50.7684864476795,3.65531662479383,4,GSM,2022,POINT (99672.95995051548 162240.43496866617),,,Bombus,
8094,8094,2022-05-14,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.7696194295312,3.65651263855738,14,GSM,2022,POINT (99758.53420836349 162365.65112938173),,,Bombus,
8095,8095,2022-05-14,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.76939274096,3.6562641989473694,3,GSM,2022,POINT (99740.76802902292 162340.6037728479),,,Bombus,
8096,8096,2022-05-14,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.7694697287406,3.65586052649063,12,GSM,2022,POINT (99712.37576124005 162349.4404310407),,,Bombus,
8097,8097,2022-05-14,p2,Muziekbos,blok,V,Bijen,1,Bombus,50.7695938228174,3.65576153621418,4,GSM,2022,POINT (99705.52557822753 162363.3108113045),,,Bombus,
8104,8104,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.773034384521694,2.79710219241939,4,GSM,2022,POINT (39150.13694238968 163677.1962982593),,,Bombus,
8105,8105,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7729912177201,2.7971912920501,3,GSM,2022,POINT (39156.31870392198 163672.26260623056),,,Bombus,
8106,8106,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.772979231598796,2.79660631902776,6,GSM,2022,POINT (39115.03792212656 163671.80262150802),,,Bombus,
8107,8107,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.772805223289,2.79660791158936,4,GSM,2022,POINT (39114.740602650054 163652.44814885035),,,Bombus,
8108,8108,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7728593284737,2.79682466760538,4,GSM,2022,POINT (39130.153745620424 163658.14184947405),,,Bombus,
8109,8109,2022-05-22,p2,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7729013637181,2.79725968837998,3,GSM,2022,POINT (39160.93061003936 163662.1675587045),,,Bombus,
8116,8116,2022-05-22,p2,Kemmelberg,blok,V,Bijen,1,Bombus,50.7774491748317,2.796215806159,4,GSM,2022,POINT (39098.02396112414 164169.50446112826),,,Bombus,
8117,8117,2022-05-22,p2,Kemmelberg,blok,V,Bijen,1,Bombus,50.7781940326567,2.79699322767816,16,GSM,2022,POINT (39154.59590680731 164251.18255569972),,,Bombus,
8118,8118,2022-05-22,p2,Kemmelberg,blok,V,Bijen,1,Bombus,50.7782981630866,2.79707549220101,4,GSM,2022,POINT (39160.64165549107 164262.6405455377),,,Bombus,
8119,8119,2022-05-22,p2,Kemmelberg,blok,V,Bijen,1,Bombus,50.776901082183,2.79576360248289,11,GSM,2022,POINT (39064.846435614745 164109.22424911987),,,Bombus,
8120,8120,2022-05-22,p2,Kemmelberg,blok,V,Bijen,1,Bombus,50.7770767668738,2.79577324167154,4,GSM,2022,POINT (39065.93993299003 164128.74840172566),,,Bombus,
8138,8138,2022-06-18,p3,Kemmelberg,sinus,V,Bijen,1,Bombus,50.772694978329106,2.79657832363024,32,GSM,2022,POINT (39112.39450896975 163640.23157437798),before,,Bombus,
8139,8139,2022-06-18,p3,Kemmelberg,sinus,V,Bijen,1,Bombus,50.7733620750262,2.79783795587979,4,GSM,2022,POINT (39202.794082250315 163712.54228336457),before,,Bombus,
8143,8143,2022-06-20,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.7682554005186,3.65544453263623,3,GSM,2022,POINT (99681.73587718463 162214.64822742622),before,,Bombus,
8144,8144,2022-06-20,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.7683248864962,3.65534788929266,4,GSM,2022,POINT (99674.99283784244 162222.44281552825),before,,Bombus,
8145,8145,2022-06-20,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.7685960829733,3.65546087734741,4,GSM,2022,POINT (99683.25253187456 162252.53239557054),before,,Bombus,
8146,8146,2022-06-20,p3,Muziekbos,sinus,V,Bijen,1,Bombus,50.7684861543133,3.65501747466964,4,GSM,2022,POINT (99651.85766146079 162240.60494496394),before,,Bombus,
8153,8153,2022-06-20,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.7692331495236,3.65625757724387,3,GSM,2022,POINT (99740.13076249206 162322.85636266973),before,,Bombus,
8154,8154,2022-06-20,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.7692970196257,3.6564128100906,3,GSM,2022,POINT (99751.14877081747 162329.85588512663),before,,Bombus,
8155,8155,2022-06-20,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.7693924056838,3.6564082838628895,3,GSM,2022,POINT (99750.93119174612 162340.46905504633),before,,Bombus,
8156,8156,2022-06-20,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.7693826407666,3.65634097718042,3,GSM,2022,POINT (99746.17307392944 162339.42837806977),before,,Bombus,
8157,8157,2022-06-20,p3,Muziekbos,blok,V,Bijen,1,Bombus,50.7695933618127,3.65615389310164,6,GSM,2022,POINT (99733.20119617609 162362.9940977106),before,,Bombus,
8158,8158,2022-06-21,p3,Palingbeek,blok,V,Bijen,1,Bombus,50.8222150756522,2.91185824200782,4,GSM,2022,POINT (47350.19401829151 168981.97755822353),before,,Bombus,
8159,8159,2022-06-21,p3,Palingbeek,blok,V,Bijen,1,Bombus,50.822798162746,2.91128491983088,6,GSM,2022,POINT (47311.07656253698 169047.62005330622),before,,Bombus,
8164,8164,2022-06-21,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.821157321381506,2.91306842118772,35,GSM,2022,POINT (47433.144346117275 168862.6640618518),before,,Bombus,
8165,8165,2022-06-21,p3,Palingbeek,sinus,V,Bijen,1,Bombus,50.8204077277808,2.91465494782004,7,GSM,2022,POINT (47543.283985082584 168777.1059845835),before,,Bombus,
8168,8168,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8204190852593,2.914570290598,5,GSM,2022,POINT (47537.34446860707 168778.48591069877),after,Palingbeek_sinus_2022_06,Bombus,11.24439173623215
8169,8169,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8201538818433,2.91472502053055,8,GSM,2022,POINT (47547.668059978096 168748.77694856375),after,Palingbeek_sinus_2022_06,Bombus,7.617380518362892
8170,8170,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8201263472914,2.91484865360233,4,GSM,2022,POINT (47556.318326633904 168745.54409300722),after,Palingbeek_sinus_2022_06,Bombus,-8.444654097836748
8171,8171,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8202151954647,2.91494655423137,3,GSM,2022,POINT (47563.40904427064 168755.29066077247),after,Palingbeek_sinus_2022_06,Bombus,-1.6047338118429404
8172,8172,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8202301990714,2.91518376209113,7,GSM,2022,POINT (47580.15347007349 168756.63227396086),after,Palingbeek_sinus_2022_06,Bombus,15.240114554433264
8173,8173,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8203858510133,2.91521242819997,9,GSM,2022,POINT (47582.51182281233 168773.9041479528),after,Palingbeek_sinus_2022_06,Bombus,15.215730243479644
8174,8174,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8204509364914,2.91503163054856,4,GSM,2022,POINT (47569.91598359677 168781.39214263018),after,Palingbeek_sinus_2022_06,Bombus,-2.419559695929235
8175,8175,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.820704195696,2.9148245137212,4,GSM,2022,POINT (47555.87561300487 168809.8448863821),after,Palingbeek_sinus_2022_06,Bombus,-3.7111387071166844
8176,8176,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8206782117959,2.9139470960972,5,GSM,2022,POINT (47494.003829358786 168808.16534873378),after,Palingbeek_sinus_2022_06,Bombus,-5.596556413890652
8177,8177,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8207065007191,2.91388716548952,3,GSM,2022,POINT (47489.843265932126 168811.39430134743),after,Palingbeek_sinus_2022_06,Bombus,-2.2828763745287386
8178,8178,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.82088708882289,2.91323924437436,6,GSM,2022,POINT (47444.58999006677 168832.37333684042),after,Palingbeek_sinus_2022_06,Bombus,7.976911499208733
8179,8179,2022-08-05,p4,Palingbeek,sinus,V,Bijen,1,Bombus,50.8211471373688,2.91411850601706,5,GSM,2022,POINT (47507.10124115576 168860.0820929194),after,Palingbeek_sinus_2022_06,Bombus,-3.4781311233156815
8180,8180,2022-08-05,p4,Palingbeek,blok,V,Bijen,1,Bombus,50.8225939186399,2.91131848949857,4,GSM,2022,POINT (47312.99576271551 169024.85790833924),after,Palingbeek_blok_2022_06,Bombus,1.081682619206294
8182,8182,2022-09-21,p6,Muziekbos,blok,V,Bijen,1,Bombus,50.7697357703476,3.65617384203118,13,GSM,2022,POINT (99734.76023265248 162378.82118364424),,Muziekbos_blok_2022_06,Bombus,25.56519540236905
8185,8185,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Carcharodus,50.8207023935869,2.91497765109214,4,GSM,2022,POINT (47566.66041318567 168809.43328748923),,Palingbeek_sinus_2022_06,Butterflies,-0.6079807770275155
8186,8186,2022-08-24,p5,Palingbeek,sinus,V,Dagvlinders,1,Carcharodus,50.8208885875421,2.91336130684677,4,GSM,2022,POINT (47453.1926758293 168832.37151789758),,Palingbeek_sinus_2022_06,Butterflies,-5.308168772408253
8187,8187,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Carcharodus,50.8223315002873,2.91237867437574,6,GSM,2022,POINT (47387.11182380993 168994.2071359232),,Palingbeek_blok_2022_06,Butterflies,70.26940216754073
8188,8188,2022-08-25,p5,Waarmaarde,sinus,V,Dagvlinders,1,Carcharodus,50.7938992046292,3.49378025159565,3,GSM,2022,POINT (88311.63672421568 165188.90029717702),,Waarmaarde_sinus_2022_06,Butterflies,0.5982485768690806
8191,8191,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Carcharodus,50.773076838861,2.79799737967811,6,GSM,2022,POINT (39213.36576405537 163680.5823455928),,Kemmelberg_sinus_2022_06,Butterflies,-2.776001775706054
8192,8192,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Carcharodus,50.7725978550045,2.79626634903512,4,GSM,2022,POINT (39090.16509738419 163629.89588533808),,Kemmelberg_sinus_2022_06,Butterflies,5.023911517887996
8195,8195,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Carcharodus,50.8212309564008,2.91381893679771,4,GSM,2022,POINT (47486.1790144242 168869.8176856637),,Palingbeek_sinus_2022_06,Butterflies,14.916321092287939
8197,8197,2022-05-14,p1,Muziekbos,sinus,V,Bijen,1,Chelestoma,50.7685123477607,3.65556171164257,4,GSM,2022,POINT (99690.27596257624 162243.14999120496),,,Other bees,
8198,8198,2022-06-14,p3,Waarmaarde,sinus,V,Bijen,1,Chelestoma,50.7940463070299,3.49394587800232,3,GSM,2022,POINT (88323.50602662915 165205.12522820476),before,,Other bees,
8199,8199,2022-08-24,p5,Palingbeek,sinus,V,Bijen,1,Chelestoma,50.8207373042132,2.91501503438028,3,GSM,2022,POINT (47569.37010514403 168813.26445296872),,Palingbeek_sinus_2022_06,Other bees,5.232106462880933
8247,8247,2022-08-10,p4,Kemmelberg,sinus,V,Dagvlinders,1,Coenonympha,50.7731558802082,2.79742472805343,4,GSM,2022,POINT (39173.16814529114 163690.22702623252),after,Kemmelberg_sinus_2022_06,Butterflies,-3.0910684303089684
8248,8248,2022-08-10,p4,Kemmelberg,sinus,V,Dagvlinders,1,Coenonympha,50.773264844949104,2.79814699664972,10,GSM,2022,POINT (39224.358951843635 163701.2680686228),after,Kemmelberg_sinus_2022_06,Butterflies,12.29816639108403
8249,8249,2022-08-10,p4,Kemmelberg,sinus,V,Dagvlinders,1,Coenonympha,50.7731455285575,2.79844027944169,42,GSM,2022,POINT (39244.760725110216 163687.5611368511),after,Kemmelberg_sinus_2022_06,Butterflies,32.06454369883577
8250,8250,2022-08-10,p4,Kemmelberg,sinus,V,Dagvlinders,1,Coenonympha,50.7732417108963,2.79729598202071,3,GSM,2022,POINT (39164.290909594696 163699.96465928666),after,Kemmelberg_sinus_2022_06,Butterflies,14.132755678800914
8290,8290,2022-08-05,p4,Palingbeek,sinus,V,Dagvlinders,1,Colias,50.8204931393742,2.91458554566177,4,GSM,2022,POINT (47538.580458172786 168786.7010659352),after,Palingbeek_sinus_2022_06,Butterflies,18.461288084305377
8291,8291,2022-08-05,p4,Palingbeek,blok,V,Dagvlinders,1,Colias,50.8230044832929,2.91207415983352,4,GSM,2022,POINT (47367.12702021396 169069.47604235914),after,Palingbeek_blok_2022_06,Butterflies,-0.5431925805348177
8292,8292,2022-08-10,p4,Kemmelberg,blok,V,Dagvlinders,1,Colias,50.7781250915031,2.7971931360688,3,GSM,2022,POINT (39168.529749014124 164243.21706749965),after,Kemmelberg_blok_2022_06,Butterflies,122.55882341370891
8293,8293,2022-08-24,p5,Palingbeek,blok,V,Dagvlinders,1,Colias,50.8225151477854,2.91214364581081,4,GSM,2022,POINT (47370.95488975388 169014.95682744402),,Palingbeek_blok_2022_06,Butterflies,43.99787962552527
8294,8294,2022-08-25,p5,Waarmaarde,sinus,V,Dagvlinders,1,Colias,50.7947282512575,3.49440529463662,35,GSM,2022,POINT (88356.78736981296 165280.5976731209),,Waarmaarde_sinus_2022_06,Butterflies,51.604251361626346
8297,8297,2022-08-25,p5,Waarmaarde2,sinus,V,Dagvlinders,1,Colias,50.7813848136468,3.47107828595067,4,GSM,2022,POINT (86694.33356324164 163816.00459481217),,,Butterflies,
8299,8299,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Colias,50.772917874400704,2.79682734902788,43,GSM,2022,POINT (39130.48064323318 163664.6489527654),,Kemmelberg_sinus_2022_06,Butterflies,12.373169306117399
8300,8300,2022-08-29,p5,Kemmelberg,sinus,V,Dagvlinders,1,Colias,50.772811803083,2.79637732543311,4,GSM,2022,POINT (39098.49499045535 163653.52413715702),,Kemmelberg_sinus_2022_06,Butterflies,7.298879320979246
8301,8301,2022-08-29,p5,Kemmelberg,blok,V,Dagvlinders,1,Colias,50.777986677429105,2.79680728258896,33,GSM,2022,POINT (39140.99635558021 164228.39927698392),,Kemmelberg_blok_2022_06,Butterflies,92.44418317160007
8303,8303,2022-08-31,p5,Muziekbos,sinus,V,Dagvlinders,1,Colias,50.7687370665844,3.6554751265828,3,GSM,2022,POINT (99684.40817180631 162268.20482225064),,Muziekbos_sinus_2022_06,Butterflies,6.085869608563882
8304,8304,2022-09-21,p6,Muziekbos,sinus,V,Dagvlinders,1,Colias,50.7683677180214,3.6552704405073504,4,GSM,2022,POINT (99669.57533807048 162227.25955144316),,Muziekbos_sinus_2022_06,Butterflies,8.125240193794069
8307,8307,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Colias,50.8228453528612,2.91195589117977,4,GSM,2022,POINT (47358.44814110824 169051.94118035864),,Palingbeek_blok_2022_06,Butterflies,7.937125012714436
8308,8308,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Colias,50.8226446839656,2.91149885915823,4,GSM,2022,POINT (47325.81328344587 169030.2546455674),,Palingbeek_blok_2022_06,Butterflies,3.237030803819352
8309,8309,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Colias,50.822878670926,2.91322776116702,3,GSM,2022,POINT (47448.12148358961 169053.8902020268),,Palingbeek_blok_2022_06,Butterflies,63.072572286763986
8310,8310,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Colias,50.8226883598145,2.91287580505284,3,GSM,2022,POINT (47422.91201656239 169033.20998931397),,Palingbeek_blok_2022_06,Butterflies,60.26924046391573
8311,8311,2022-09-22,p6,Palingbeek,blok,V,Dagvlinders,1,Colias,50.8222764730926,2.9121682047871,3,GSM,2022,POINT (47372.16448147998 168988.37783277035),,Palingbeek_blok_2022_06,Butterflies,65.0165030406888
8315,8315,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Colias,50.820520632016304,2.91440416127714,23,GSM,2022,POINT (47525.861510649615 168790.00895285234),,Palingbeek_sinus_2022_06,Butterflies,12.196267951822637
8316,8316,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Colias,50.8212309564008,2.91381893679771,4,GSM,2022,POINT (47486.1790144242 168869.8176856637),,Palingbeek_sinus_2022_06,Butterflies,14.916321092287939
8317,8317,2022-09-22,p6,Palingbeek,sinus,V,Dagvlinders,1,Colias,50.8212920185651,2.91393762454661,3,GSM,2022,POINT (47494.673636980646 168876.44515604526),,Palingbeek_sinus_2022_06,Butterflies,4.1426866177262065
8318,8318,2022-09-30,p6,Waarmaarde,sinus,V,Dagvlinders,1,Colias,50.7943586167421,3.49419934675422,6,GSM,2022,POINT (88341.78438657575 165239.65354643576),,Waarmaarde_sinus_2022_06,Butterflies,8.571748654801384
8319,8319,2022-09-30,p6,Waarmaarde,sinus,V,Dagvlinders,1,Colias,50.7946138912626,3.49423116337353,52,GSM,2022,POINT (88344.36161567079 165268.02170612477),,Waarmaarde_sinus_2022_06,Butterflies,36.8925782686567
8320,8320,2022-09-30,p6,Waarmaarde,blok,V,Dagvlinders,1,Colias,50.7935012737762,3.49233957007852,3,GSM,2022,POINT (88209.54657075851 165145.8348532291),,Waarmaarde_blok_2022_06,Butterflies,38.23803053588143
8321,8321,2022-09-30,p6,Waarmaarde,blok,V,Dagvlinders,1,Colias,50.793488365645295,3.49238944240239,3,GSM,2022,POINT (88213.04566715876 165144.35759487376),,Waarmaarde_blok_2022_06,Butterflies,35.26419201740683
